transaction_id,transaction_type,merchant_category,device_type,network_type,hour_of_day,day_of_week,is_weekend
TXN0000163421,P2P,Entertainment,Android,5G,18,Saturday,1
TXN0000163502,P2P,Food,Android,4G,21,Tuesday,0
TXN0000163614,P2M,Grocery,Android,4G,22,Saturday,1
TXN0000163733,P2M,Fuel,Android,5G,11,Wednesday,0
TXN0000164152,P2M,Healthcare,iOS,4G,20,Friday,0
TXN0000164223,Bill Payment,Fuel,Android,4G,15,Monday,0
TXN0000164500,P2P,Utilities,Web,4G,20,Wednesday,0
TXN0000164554,Bill Payment,Food,Android,4G,21,Saturday,1
TXN0000164684,P2M,Food,Android,WiFi,0,Friday,0
TXN0000164739,P2P,Grocery,Android,5G,16,Friday,0
TXN0000164862,P2M,Healthcare,Android,4G,16,Monday,0
TXN0000164981,P2P,Transport,Android,5G,11,Thursday,0
TXN0000165077,P2P,Healthcare,Web,4G,19,Tuesday,0
TXN0000165215,P2M,Transport,Android,4G,10,Wednesday,0
TXN0000165322,P2P,Food,Android,4G,8,Wednesday,0
TXN0000165328,P2M,Food,iOS,5G,21,Monday,0
TXN0000165438,P2P,Grocery,Android,4G,11,Thursday,0
TXN0000165558,P2P,Grocery,Android,4G,17,Saturday,1
TXN0000165685,P2P,Other,Android,4G,19,Monday,0
TXN0000165698,P2M,Grocery,Android,4G,11,Tuesday,0
TXN0000165974,P2P,Fuel,Android,5G,17,Friday,0
TXN0000166121,P2P,Shopping,Android,4G,17,Sunday,1
TXN0000166211,P2P,Grocery,Web,5G,17,Monday,0
TXN0000166481,P2P,Other,Android,WiFi,15,Sunday,1
TXN0000166583,Bill Payment,Other,Android,4G,17,Wednesday,0
TXN0000166674,P2P,Grocery,Android,4G,16,Tuesday,0
TXN0000166741,P2P,Grocery,Android,4G,19,Wednesday,0
TXN0000166862,P2P,Education,Android,4G,19,Tuesday,0
TXN0000166931,P2M,Food,Android,4G,12,Thursday,0
TXN0000167026,Bill Payment,Grocery,iOS,3G,11,Thursday,0
TXN0000167044,P2M,Other,Android,WiFi,20,Thursday,0
TXN0000167270,P2P,Shopping,Android,4G,14,Tuesday,0
TXN0000167325,Bill Payment,Entertainment,Android,4G,13,Thursday,0
TXN0000167345,P2P,Food,Android,4G,18,Sunday,1
TXN0000167410,P2M,Other,Android,4G,10,Wednesday,0
TXN0000167437,P2M,Fuel,Web,4G,14,Friday,0
TXN0000167540,P2M,Transport,Android,4G,8,Tuesday,0
TXN0000167560,P2M,Shopping,iOS,4G,14,Thursday,0
TXN0000167594,P2P,Food,Android,4G,20,Thursday,0
TXN0000167603,P2M,Entertainment,Android,5G,17,Thursday,0
TXN0000167786,Bill Payment,Transport,Android,4G,4,Monday,0
TXN0000167806,P2M,Utilities,Android,3G,11,Monday,0
TXN0000167880,P2M,Grocery,iOS,4G,21,Thursday,0
TXN0000167958,P2P,Entertainment,Android,WiFi,0,Sunday,1
TXN0000167963,P2M,Food,iOS,5G,19,Thursday,0
TXN0000167990,Bill Payment,Entertainment,Android,4G,11,Thursday,0
TXN0000168089,Bill Payment,Grocery,Android,4G,11,Friday,0
TXN0000168128,P2P,Entertainment,iOS,4G,10,Monday,0
TXN0000168251,Bill Payment,Transport,iOS,3G,21,Wednesday,0
TXN0000168342,P2M,Shopping,iOS,3G,17,Sunday,1
TXN0000168359,P2P,Grocery,Android,5G,19,Wednesday,0
TXN0000168397,P2M,Fuel,iOS,5G,12,Tuesday,0
TXN0000168690,P2M,Food,Android,4G,22,Sunday,1
TXN0000168699,Bill Payment,Food,Android,4G,18,Monday,0
TXN0000168765,Bill Payment,Grocery,Android,4G,18,Tuesday,0
TXN0000169129,P2P,Transport,Web,4G,15,Monday,0
TXN0000169437,Bill Payment,Utilities,Android,3G,9,Friday,0
TXN0000169480,P2M,Shopping,Android,4G,16,Monday,0
TXN0000169598,Bill Payment,Grocery,Android,4G,8,Sunday,1
TXN0000169666,P2M,Food,Android,WiFi,18,Sunday,1
TXN0000169909,Bill Payment,Utilities,iOS,5G,18,Monday,0
TXN0000169970,P2M,Shopping,iOS,5G,17,Friday,0
TXN0000170169,Recharge,Grocery,iOS,4G,13,Saturday,1
TXN0000170245,Bill Payment,Grocery,Android,4G,8,Wednesday,0
TXN0000170376,P2P,Grocery,Android,4G,22,Tuesday,0
TXN0000170436,P2P,Utilities,Android,WiFi,17,Monday,0
TXN0000170438,P2P,Education,iOS,4G,19,Tuesday,0
TXN0000170487,Bill Payment,Food,Android,WiFi,5,Friday,0
TXN0000170627,P2P,Education,iOS,4G,15,Saturday,1
TXN0000170634,Recharge,Grocery,iOS,5G,21,Friday,0
TXN0000170859,P2P,Fuel,iOS,4G,17,Saturday,1
TXN0000171083,P2M,Food,Android,WiFi,7,Monday,0
TXN0000171433,P2P,Transport,Android,4G,21,Sunday,1
TXN0000171518,P2M,Shopping,Android,4G,15,Tuesday,0
TXN0000171593,Bill Payment,Grocery,Android,4G,21,Sunday,1
TXN0000171597,Bill Payment,Food,iOS,4G,12,Thursday,0
TXN0000171608,P2M,Food,Android,4G,19,Thursday,0
TXN0000171612,P2P,Healthcare,iOS,4G,23,Saturday,1
TXN0000171746,P2P,Entertainment,iOS,4G,21,Wednesday,0
TXN0000171925,P2M,Utilities,iOS,4G,10,Wednesday,0
TXN0000172048,P2P,Other,Android,4G,11,Sunday,1
TXN0000172283,P2M,Education,Android,4G,13,Friday,0
TXN0000172460,P2P,Grocery,Android,4G,0,Wednesday,0
TXN0000172488,P2P,Transport,Web,4G,11,Monday,0
TXN0000172634,P2M,Grocery,Android,5G,14,Sunday,1
TXN0000172756,P2M,Education,Web,4G,19,Sunday,1
TXN0000172790,P2P,Fuel,Android,4G,7,Friday,0
TXN0000172862,P2P,Entertainment,Android,4G,12,Sunday,1
TXN0000172900,P2P,Grocery,Android,4G,19,Monday,0
TXN0000172969,P2P,Other,iOS,5G,20,Monday,0
TXN0000173091,P2M,Other,Android,4G,18,Saturday,1
TXN0000173232,P2M,Shopping,Android,WiFi,13,Tuesday,0
TXN0000173288,Bill Payment,Grocery,Android,4G,21,Monday,0
TXN0000173300,P2M,Entertainment,Android,WiFi,10,Tuesday,0
TXN0000173301,P2M,Fuel,iOS,4G,3,Wednesday,0
TXN0000173720,P2P,Food,Android,3G,17,Wednesday,0
TXN0000173799,P2M,Grocery,Android,5G,23,Sunday,1
TXN0000173816,P2P,Education,Web,5G,21,Sunday,1
TXN0000174043,P2M,Entertainment,Android,4G,11,Sunday,1
TXN0000174199,P2M,Grocery,iOS,4G,9,Thursday,0
TXN0000174307,P2P,Entertainment,Android,5G,12,Tuesday,0
TXN0000174310,P2M,Food,Android,5G,1,Sunday,1
TXN0000174628,P2P,Education,iOS,5G,7,Wednesday,0
TXN0000174642,P2M,Utilities,iOS,4G,8,Sunday,1
TXN0000174670,P2P,Food,iOS,4G,16,Tuesday,0
TXN0000174776,Bill Payment,Entertainment,Android,4G,20,Saturday,1
TXN0000174867,P2P,Grocery,Android,5G,6,Saturday,1
TXN0000174993,P2M,Other,Android,4G,21,Monday,0
TXN0000175430,P2M,Grocery,iOS,WiFi,13,Monday,0
TXN0000175690,P2M,Shopping,Android,5G,10,Sunday,1
TXN0000175818,P2P,Food,Android,4G,4,Thursday,0
TXN0000175941,P2P,Education,Android,WiFi,19,Friday,0
TXN0000175961,P2P,Grocery,Web,4G,15,Sunday,1
TXN0000176176,Bill Payment,Fuel,Android,4G,18,Tuesday,0
TXN0000176250,P2P,Fuel,iOS,4G,9,Saturday,1
TXN0000176366,P2P,Grocery,Android,4G,23,Sunday,1
TXN0000176729,P2M,Education,iOS,5G,22,Tuesday,0
TXN0000176914,P2P,Shopping,Android,4G,18,Friday,0
TXN0000177078,P2M,Food,Android,4G,7,Tuesday,0
TXN0000177341,P2M,Transport,Android,4G,18,Saturday,1
TXN0000177729,P2P,Fuel,Android,3G,20,Thursday,0
TXN0000177752,Bill Payment,Utilities,Android,5G,10,Saturday,1
TXN0000177777,P2P,Grocery,Android,4G,16,Tuesday,0
TXN0000177960,P2P,Other,Android,WiFi,17,Tuesday,0
TXN0000178093,P2M,Other,Android,4G,14,Wednesday,0
TXN0000178217,P2M,Shopping,Android,4G,17,Friday,0
TXN0000178221,Recharge,Grocery,Web,5G,15,Saturday,1
TXN0000178375,P2M,Entertainment,Android,4G,20,Monday,0
TXN0000178650,P2M,Other,Android,4G,8,Thursday,0
TXN0000178884,P2P,Shopping,Android,5G,15,Wednesday,0
TXN0000178938,Bill Payment,Utilities,Android,4G,13,Thursday,0
TXN0000179404,Bill Payment,Grocery,iOS,4G,21,Thursday,0
TXN0000179533,P2M,Food,Android,4G,20,Friday,0
TXN0000179571,P2M,Utilities,iOS,3G,20,Tuesday,0
TXN0000179640,P2M,Utilities,Android,4G,18,Thursday,0
TXN0000179688,P2P,Other,Android,4G,10,Friday,0
TXN0000179823,P2M,Shopping,Android,4G,20,Sunday,1
TXN0000179832,P2M,Utilities,Android,5G,12,Thursday,0
TXN0000179897,P2M,Entertainment,Android,4G,15,Friday,0
TXN0000179916,Bill Payment,Shopping,Android,4G,17,Friday,0
TXN0000180180,Bill Payment,Fuel,iOS,4G,17,Wednesday,0
TXN0000180502,P2P,Entertainment,Android,4G,19,Thursday,0
TXN0000180506,P2P,Food,Android,4G,13,Sunday,1
TXN0000180546,Bill Payment,Transport,Web,5G,3,Sunday,1
TXN0000180607,P2M,Grocery,Android,WiFi,15,Wednesday,0
TXN0000180663,P2P,Other,Android,4G,11,Wednesday,0
TXN0000180783,P2M,Entertainment,Android,4G,12,Wednesday,0
TXN0000180826,P2M,Food,Web,4G,19,Wednesday,0
TXN0000180845,P2M,Shopping,Android,5G,7,Thursday,0
TXN0000180857,P2M,Fuel,Android,5G,15,Sunday,1
TXN0000181039,P2M,Grocery,Android,5G,2,Sunday,1
TXN0000181041,P2M,Food,Android,4G,6,Wednesday,0
TXN0000181051,Recharge,Transport,iOS,WiFi,14,Friday,0
TXN0000181061,Bill Payment,Food,Android,4G,13,Sunday,1
TXN0000181077,Bill Payment,Shopping,Android,4G,19,Wednesday,0
TXN0000181213,P2M,Entertainment,Android,4G,18,Wednesday,0
TXN0000181519,P2P,Food,Android,4G,4,Wednesday,0
TXN0000181538,Recharge,Shopping,Android,5G,13,Wednesday,0
TXN0000181849,P2P,Other,Android,4G,14,Monday,0
TXN0000181907,P2P,Shopping,Android,4G,20,Sunday,1
TXN0000181960,P2P,Shopping,iOS,5G,13,Wednesday,0
TXN0000182028,P2P,Grocery,Android,4G,23,Monday,0
TXN0000182053,P2M,Food,Android,5G,23,Sunday,1
TXN0000182122,P2M,Other,Android,3G,12,Friday,0
TXN0000182428,P2P,Transport,Android,5G,18,Monday,0
TXN0000182707,P2M,Fuel,Android,4G,10,Tuesday,0
TXN0000182730,Bill Payment,Grocery,Web,4G,20,Tuesday,0
TXN0000183062,P2P,Utilities,Web,5G,13,Saturday,1
TXN0000183212,P2M,Food,Android,4G,19,Sunday,1
TXN0000183323,Bill Payment,Utilities,Android,4G,8,Saturday,1
TXN0000183967,P2P,Grocery,iOS,4G,17,Monday,0
TXN0000184147,P2M,Food,Android,4G,6,Monday,0
TXN0000184468,P2M,Education,Android,3G,10,Saturday,1
TXN0000184505,P2M,Other,iOS,4G,17,Tuesday,0
TXN0000184510,P2M,Fuel,Android,WiFi,12,Friday,0
TXN0000184942,P2P,Shopping,Android,5G,14,Friday,0
TXN0000185140,Bill Payment,Grocery,Android,5G,12,Wednesday,0
TXN0000185185,P2P,Entertainment,Android,4G,20,Saturday,1
TXN0000185276,P2M,Grocery,Android,4G,21,Wednesday,0
TXN0000185330,P2M,Utilities,Android,5G,22,Tuesday,0
TXN0000185670,P2M,Healthcare,iOS,4G,21,Thursday,0
TXN0000185718,P2M,Utilities,Android,4G,19,Wednesday,0
TXN0000185740,P2M,Fuel,Android,5G,20,Friday,0
TXN0000186027,P2P,Shopping,Android,4G,19,Sunday,1
TXN0000186084,P2P,Entertainment,Android,4G,20,Saturday,1
TXN0000186121,P2P,Fuel,Android,5G,17,Thursday,0
TXN0000186210,P2P,Grocery,Android,4G,15,Saturday,1
TXN0000186350,Recharge,Food,Android,4G,8,Tuesday,0
TXN0000186488,P2P,Transport,iOS,4G,13,Thursday,0
TXN0000186736,Bill Payment,Shopping,Android,5G,20,Monday,0
TXN0000186927,P2M,Other,Android,4G,16,Wednesday,0
TXN0000187022,P2P,Shopping,Android,5G,18,Wednesday,0
TXN0000187121,Recharge,Grocery,Android,5G,19,Tuesday,0
TXN0000187187,P2P,Food,iOS,4G,22,Friday,0
TXN0000187249,P2P,Utilities,Android,4G,21,Thursday,0
TXN0000187352,Bill Payment,Shopping,Android,4G,17,Thursday,0
TXN0000187528,P2P,Utilities,Android,4G,18,Sunday,1
TXN0000187613,P2P,Food,Android,5G,16,Monday,0
TXN0000187758,P2M,Education,Android,5G,11,Friday,0
TXN0000187778,P2P,Food,Android,4G,13,Monday,0
TXN0000187861,P2P,Fuel,Android,WiFi,18,Thursday,0
TXN0000188030,P2P,Education,Android,4G,15,Thursday,0
TXN0000188072,P2P,Education,iOS,5G,17,Sunday,1
TXN0000188197,P2P,Fuel,iOS,5G,15,Tuesday,0
TXN0000188258,P2P,Grocery,iOS,4G,20,Thursday,0
TXN0000188698,P2P,Food,Android,4G,16,Friday,0
TXN0000188715,P2P,Other,Android,5G,0,Friday,0
TXN0000189025,P2M,Transport,Android,4G,18,Wednesday,0
TXN0000189155,Bill Payment,Grocery,iOS,4G,21,Wednesday,0
TXN0000189196,P2P,Shopping,Android,4G,17,Wednesday,0
TXN0000189382,Bill Payment,Transport,Android,4G,20,Monday,0
TXN0000189478,P2P,Food,Android,4G,17,Friday,0
TXN0000189702,P2P,Grocery,Android,4G,11,Wednesday,0
TXN0000189845,P2P,Grocery,Android,5G,8,Saturday,1
TXN0000189961,P2P,Healthcare,iOS,WiFi,19,Friday,0
TXN0000190033,P2P,Shopping,Android,4G,15,Friday,0
TXN0000190086,P2M,Fuel,Android,4G,20,Monday,0
TXN0000190271,P2P,Entertainment,Android,5G,7,Monday,0
TXN0000190433,P2P,Transport,Android,5G,12,Friday,0
TXN0000190640,P2M,Entertainment,Android,4G,12,Tuesday,0
TXN0000190801,P2P,Grocery,Android,4G,0,Wednesday,0
TXN0000190929,Bill Payment,Utilities,Android,4G,19,Thursday,0
TXN0000190936,P2P,Shopping,Android,4G,18,Wednesday,0
TXN0000191123,P2P,Utilities,Android,4G,11,Saturday,1
TXN0000191301,P2M,Grocery,iOS,4G,21,Friday,0
TXN0000191417,P2M,Other,Android,5G,18,Friday,0
TXN0000191514,P2P,Shopping,iOS,4G,19,Sunday,1
TXN0000191731,P2P,Fuel,Android,4G,9,Sunday,1
TXN0000191876,Bill Payment,Fuel,Android,5G,20,Friday,0
TXN0000192109,P2P,Shopping,Android,5G,18,Wednesday,0
TXN0000192192,P2M,Grocery,Android,4G,19,Friday,0
TXN0000192294,P2M,Grocery,Web,4G,12,Tuesday,0
TXN0000192298,P2M,Utilities,Android,4G,15,Friday,0
TXN0000192418,P2M,Transport,iOS,4G,19,Tuesday,0
TXN0000192696,P2M,Healthcare,Android,4G,9,Sunday,1
TXN0000192924,P2M,Food,Android,WiFi,16,Sunday,1
TXN0000193038,Bill Payment,Entertainment,Android,4G,4,Thursday,0
TXN0000193118,P2P,Grocery,Web,4G,21,Friday,0
TXN0000193550,P2P,Grocery,Android,WiFi,8,Wednesday,0
TXN0000193802,P2P,Utilities,Android,4G,15,Monday,0
TXN0000193962,P2P,Shopping,Android,4G,15,Wednesday,0
TXN0000194246,Bill Payment,Healthcare,Android,4G,21,Monday,0
TXN0000194471,P2M,Food,Android,5G,19,Sunday,1
TXN0000194528,Recharge,Shopping,Android,4G,20,Monday,0
TXN0000194821,P2M,Shopping,Android,5G,21,Wednesday,0
TXN0000194950,P2P,Grocery,Android,5G,17,Wednesday,0
TXN0000195041,P2M,Utilities,iOS,4G,13,Saturday,1
TXN0000195156,Recharge,Shopping,Web,4G,13,Thursday,0
TXN0000195185,P2M,Entertainment,Web,4G,14,Saturday,1
TXN0000195215,P2P,Food,Android,4G,12,Saturday,1
TXN0000195313,P2P,Utilities,iOS,4G,9,Friday,0
TXN0000195562,Bill Payment,Other,Android,3G,20,Wednesday,0
TXN0000195563,P2P,Grocery,Android,4G,21,Sunday,1
TXN0000195661,P2M,Healthcare,iOS,4G,19,Tuesday,0
TXN0000195761,P2M,Healthcare,Android,4G,18,Thursday,0
TXN0000195763,P2M,Entertainment,Android,4G,11,Sunday,1
TXN0000195796,P2P,Utilities,Android,4G,15,Sunday,1
TXN0000195828,P2P,Food,iOS,5G,10,Wednesday,0
TXN0000195898,Recharge,Shopping,Android,4G,10,Tuesday,0
TXN0000196041,P2P,Transport,Android,4G,3,Friday,0
TXN0000196216,Bill Payment,Other,Android,4G,16,Saturday,1
TXN0000196373,P2M,Utilities,iOS,4G,17,Saturday,1
TXN0000196388,P2M,Food,Android,5G,16,Sunday,1
TXN0000196521,P2P,Fuel,Android,WiFi,16,Tuesday,0
TXN0000196558,P2P,Food,Web,4G,18,Thursday,0
TXN0000196623,P2M,Grocery,Android,3G,11,Sunday,1
TXN0000196635,Bill Payment,Fuel,Android,4G,10,Monday,0
TXN0000196976,P2M,Education,Android,5G,12,Saturday,1
TXN0000197155,P2M,Other,iOS,4G,14,Thursday,0
TXN0000197281,P2P,Other,Android,4G,8,Monday,0
TXN0000197500,P2P,Entertainment,Web,4G,18,Thursday,0
TXN0000197525,P2P,Healthcare,Android,4G,9,Thursday,0
TXN0000197561,P2P,Entertainment,Android,3G,22,Sunday,1
TXN0000197599,P2P,Entertainment,Web,4G,13,Monday,0
TXN0000197669,P2P,Transport,Android,4G,11,Monday,0
TXN0000197705,P2M,Entertainment,iOS,4G,10,Wednesday,0
TXN0000197713,P2M,Entertainment,Android,WiFi,15,Friday,0
TXN0000197738,P2M,Shopping,Android,WiFi,16,Saturday,1
TXN0000197862,P2P,Fuel,iOS,5G,18,Wednesday,0
TXN0000197885,P2P,Transport,Android,WiFi,15,Saturday,1
TXN0000197904,P2M,Fuel,iOS,4G,22,Sunday,1
TXN0000197962,P2P,Other,Android,4G,23,Friday,0
TXN0000198369,P2P,Fuel,iOS,WiFi,11,Friday,0
TXN0000198484,P2M,Healthcare,Android,4G,9,Friday,0
TXN0000198663,P2M,Transport,Android,5G,12,Tuesday,0
TXN0000198702,P2M,Utilities,Android,WiFi,12,Thursday,0
TXN0000198762,P2P,Grocery,iOS,5G,18,Tuesday,0
TXN0000198782,P2M,Shopping,Android,4G,8,Sunday,1
TXN0000198798,Bill Payment,Healthcare,Android,5G,20,Friday,0
TXN0000198905,P2P,Entertainment,Android,4G,14,Saturday,1
TXN0000199073,Bill Payment,Shopping,Android,5G,16,Tuesday,0
TXN0000199655,P2M,Food,Android,4G,11,Monday,0
TXN0000199765,P2P,Food,Android,WiFi,16,Friday,0
TXN0000199818,P2P,Fuel,Android,5G,16,Thursday,0
TXN0000199882,P2M,Fuel,Android,WiFi,0,Tuesday,0
TXN0000199906,P2P,Food,iOS,4G,11,Monday,0
TXN0000200035,P2M,Grocery,iOS,4G,11,Tuesday,0
TXN0000200047,P2M,Shopping,Android,4G,22,Sunday,1
TXN0000200119,P2M,Healthcare,Android,WiFi,19,Tuesday,0
TXN0000200435,P2M,Grocery,Web,4G,5,Saturday,1
TXN0000200791,P2P,Transport,Android,4G,17,Wednesday,0
TXN0000200804,P2P,Shopping,Android,5G,7,Saturday,1
TXN0000200923,P2M,Shopping,Android,5G,8,Sunday,1
TXN0000201074,P2P,Utilities,iOS,4G,10,Thursday,0
TXN0000201097,P2M,Other,Android,4G,13,Friday,0
TXN0000201192,P2M,Food,Android,4G,13,Tuesday,0
TXN0000201243,P2P,Grocery,Android,4G,11,Friday,0
TXN0000201505,P2P,Grocery,Android,4G,17,Friday,0
TXN0000201516,Bill Payment,Utilities,Android,5G,21,Sunday,1
TXN0000201531,P2P,Food,Android,5G,12,Thursday,0
TXN0000201566,P2M,Other,Android,5G,22,Monday,0
TXN0000201732,P2M,Other,iOS,4G,13,Sunday,1
TXN0000201739,P2P,Grocery,iOS,5G,12,Wednesday,0
TXN0000201860,P2M,Grocery,Android,4G,12,Friday,0
TXN0000202034,P2P,Shopping,Android,4G,13,Saturday,1
TXN0000202230,P2P,Food,Android,4G,18,Saturday,1
TXN0000202361,P2M,Transport,Android,4G,16,Saturday,1
TXN0000202634,P2P,Entertainment,iOS,4G,11,Wednesday,0
TXN0000203206,P2P,Other,Android,4G,19,Friday,0
TXN0000203438,P2P,Transport,Web,4G,21,Monday,0
TXN0000203491,P2M,Fuel,Android,4G,22,Friday,0
TXN0000203550,P2P,Other,Android,4G,19,Tuesday,0
TXN0000203719,P2P,Food,iOS,4G,20,Thursday,0
TXN0000203747,P2M,Shopping,Android,4G,18,Sunday,1
TXN0000203795,Bill Payment,Grocery,Android,WiFi,3,Monday,0
TXN0000203979,Recharge,Fuel,Android,5G,17,Friday,0
TXN0000204137,P2M,Shopping,Android,4G,19,Friday,0
TXN0000204273,P2M,Food,Android,3G,9,Sunday,1
TXN0000204349,P2P,Utilities,Android,4G,19,Sunday,1
TXN0000204497,P2P,Fuel,Android,5G,9,Thursday,0
TXN0000204506,P2M,Grocery,Android,5G,8,Friday,0
TXN0000204507,P2M,Entertainment,Android,4G,14,Sunday,1
TXN0000204709,P2M,Food,Android,5G,17,Wednesday,0
TXN0000204763,P2P,Utilities,iOS,4G,21,Wednesday,0
TXN0000204847,Recharge,Shopping,Android,4G,15,Friday,0
TXN0000205030,P2P,Education,Android,4G,19,Saturday,1
TXN0000205178,Bill Payment,Utilities,Android,3G,17,Thursday,0
TXN0000205284,P2M,Shopping,iOS,WiFi,13,Friday,0
TXN0000205302,P2M,Food,Android,5G,20,Saturday,1
TXN0000205368,P2M,Food,Android,4G,16,Friday,0
TXN0000205576,P2P,Food,Web,4G,17,Wednesday,0
TXN0000205778,P2P,Education,iOS,WiFi,11,Monday,0
TXN0000206089,P2M,Fuel,Web,4G,17,Monday,0
TXN0000206190,P2M,Utilities,Android,4G,13,Thursday,0
TXN0000206406,P2M,Entertainment,Android,5G,12,Wednesday,0
TXN0000206523,P2M,Other,iOS,4G,19,Friday,0
TXN0000206690,P2P,Fuel,Web,4G,17,Tuesday,0
TXN0000206736,Bill Payment,Other,Android,4G,11,Friday,0
TXN0000206789,P2P,Entertainment,Android,5G,14,Monday,0
TXN0000206965,P2P,Entertainment,Android,4G,19,Wednesday,0
TXN0000207111,P2M,Transport,Android,4G,8,Thursday,0
TXN0000207395,P2P,Fuel,Android,5G,17,Tuesday,0
TXN0000207495,P2P,Grocery,Android,4G,17,Monday,0
TXN0000207650,Bill Payment,Grocery,Android,4G,17,Monday,0
TXN0000207667,P2P,Transport,iOS,WiFi,11,Wednesday,0
TXN0000207738,P2M,Food,Android,5G,6,Sunday,1
TXN0000207740,P2P,Grocery,Android,5G,23,Sunday,1
TXN0000207763,P2M,Other,Android,5G,21,Friday,0
TXN0000207824,Recharge,Transport,iOS,4G,18,Friday,0
TXN0000207863,P2P,Food,Android,5G,5,Friday,0
TXN0000208019,P2P,Grocery,iOS,5G,10,Tuesday,0
TXN0000208020,P2P,Healthcare,iOS,4G,0,Sunday,1
TXN0000208048,P2M,Fuel,Android,4G,13,Wednesday,0
TXN0000208076,P2P,Fuel,Web,5G,13,Monday,0
TXN0000208110,P2M,Food,Android,5G,11,Wednesday,0
TXN0000208256,Bill Payment,Fuel,Android,4G,22,Thursday,0
TXN0000208281,P2P,Entertainment,Android,5G,11,Friday,0
TXN0000208326,P2P,Grocery,Android,4G,20,Tuesday,0
TXN0000208365,P2P,Utilities,iOS,4G,8,Sunday,1
TXN0000208469,Recharge,Shopping,Android,4G,17,Tuesday,0
TXN0000208705,P2P,Food,Android,4G,11,Friday,0
TXN0000208753,P2P,Food,Android,4G,20,Saturday,1
TXN0000208784,Bill Payment,Transport,Android,5G,22,Friday,0
TXN0000208847,P2P,Shopping,Android,4G,7,Sunday,1
TXN0000209158,P2P,Fuel,Android,4G,17,Wednesday,0
TXN0000209307,Bill Payment,Other,Android,4G,13,Saturday,1
TXN0000209367,P2P,Grocery,iOS,WiFi,19,Thursday,0
TXN0000209536,P2P,Grocery,Android,5G,12,Thursday,0
TXN0000209633,Bill Payment,Shopping,Android,4G,19,Tuesday,0
TXN0000209736,P2P,Transport,Android,4G,10,Wednesday,0
TXN0000209818,P2P,Utilities,Android,4G,9,Thursday,0
TXN0000209904,P2P,Shopping,Android,WiFi,16,Wednesday,0
TXN0000209920,P2P,Shopping,Android,5G,17,Saturday,1
TXN0000210119,P2P,Entertainment,Android,4G,17,Sunday,1
TXN0000210517,P2P,Food,Android,5G,9,Tuesday,0
TXN0000210518,Bill Payment,Grocery,Android,3G,16,Tuesday,0
TXN0000210539,P2P,Shopping,Android,5G,18,Sunday,1
TXN0000210683,P2P,Shopping,Android,4G,6,Friday,0
TXN0000210768,P2P,Transport,Android,5G,11,Wednesday,0
TXN0000210791,P2P,Education,Android,5G,9,Friday,0
TXN0000210885,Bill Payment,Transport,iOS,3G,10,Thursday,0
TXN0000210941,P2P,Entertainment,Android,3G,20,Wednesday,0
TXN0000211356,P2M,Transport,iOS,4G,15,Thursday,0
TXN0000211557,P2M,Food,iOS,4G,20,Wednesday,0
TXN0000211598,P2M,Grocery,Android,4G,21,Saturday,1
TXN0000212172,P2P,Shopping,iOS,5G,21,Tuesday,0
TXN0000212268,Bill Payment,Shopping,iOS,4G,12,Thursday,0
TXN0000212602,P2M,Grocery,Android,5G,21,Monday,0
TXN0000212713,P2M,Grocery,iOS,5G,18,Wednesday,0
TXN0000212813,Recharge,Utilities,Android,4G,15,Monday,0
TXN0000212854,P2P,Grocery,Android,WiFi,13,Thursday,0
TXN0000213159,P2P,Healthcare,Android,5G,18,Saturday,1
TXN0000213500,P2M,Transport,Android,5G,19,Sunday,1
TXN0000213530,P2M,Grocery,Android,WiFi,18,Tuesday,0
TXN0000213654,P2P,Fuel,Android,5G,4,Sunday,1
TXN0000213842,P2P,Food,Web,5G,13,Thursday,0
TXN0000213939,Recharge,Education,Android,4G,20,Sunday,1
TXN0000214228,P2M,Shopping,Android,4G,23,Tuesday,0
TXN0000214252,Recharge,Utilities,Android,5G,20,Wednesday,0
TXN0000214766,P2P,Shopping,iOS,4G,18,Saturday,1
TXN0000214986,Bill Payment,Fuel,Android,4G,17,Tuesday,0
TXN0000215326,P2P,Utilities,iOS,WiFi,11,Saturday,1
TXN0000215402,P2M,Transport,Web,4G,8,Thursday,0
TXN0000215496,Bill Payment,Education,Android,5G,17,Saturday,1
TXN0000215721,Bill Payment,Other,Android,5G,8,Sunday,1
TXN0000215735,P2P,Other,Android,4G,17,Friday,0
TXN0000215902,P2P,Fuel,Android,4G,19,Saturday,1
TXN0000216000,P2M,Healthcare,iOS,4G,10,Wednesday,0
TXN0000216056,Recharge,Utilities,Android,5G,20,Sunday,1
TXN0000216062,P2M,Food,Android,WiFi,13,Thursday,0
TXN0000216132,P2M,Grocery,Android,4G,11,Thursday,0
TXN0000216244,Bill Payment,Healthcare,iOS,4G,7,Tuesday,0
TXN0000216275,P2P,Shopping,Android,4G,15,Friday,0
TXN0000216294,P2M,Grocery,Android,5G,9,Sunday,1
TXN0000216308,P2M,Grocery,Android,4G,12,Tuesday,0
TXN0000216331,P2M,Shopping,iOS,3G,18,Wednesday,0
TXN0000216450,P2P,Entertainment,Android,5G,14,Tuesday,0
TXN0000216478,Bill Payment,Fuel,Android,4G,7,Sunday,1
TXN0000216564,Bill Payment,Grocery,iOS,4G,15,Saturday,1
TXN0000216659,P2P,Food,Android,5G,19,Friday,0
